site_area_id,site_area,date_time,Day,Month,Year,Chlorophyll-a Concentration (ug/L),Dissolved Oxygen (mg/L),Salinity (PSU),Turbidity,Dissolved Oxygen Saturation Percentage (%),Water Temperature (%),pH Level,Suspended Solids (mg/L),Ammonia (ug/L),Total Nitrogen (ug/L),Total Phosphorus (ug/L)
1991,Hobsons Bay Beach,29/04/2015,Wednesday,April,2015,1.6,,,,,15.7,,1.9,21.0,240.0,120.0
1991,Hobsons Bay Beach,29/04/2015,Wednesday,April,2015,,8.26007,35.9321,1.554209,103.4993,,,,,,
1991,Hobsons Bay Beach,26/05/2015,Tuesday,May,2015,1.5,,,,,13.2,,2.9,5.0,200.0,110.0
1991,Hobsons Bay Beach,26/05/2015,Tuesday,May,2015,,8.78359,35.9984,1.782764,105.414,,,,,,
1991,Hobsons Bay Beach,26/06/2015,Friday,June,2015,0.8,,,,,11.8,,8.5,1.0,180.0,90.0
1991,Hobsons Bay Beach,26/06/2015,Friday,June,2015,,9.01762,36.0911,1.218781,104.7003,,,,,,
1991,Hobsons Bay Beach,23/07/2015,Thursday,July,2015,0.3,,,,,10.6,,7.8,10.0,320.0,90.0
1991,Hobsons Bay Beach,23/07/2015,Thursday,July,2015,,9.36724,35.4367,1.604217,105.0607,,,,,,
1991,Hobsons Bay Beach,19/08/2015,Wednesday,August,2015,0.8,,,,,10.7,,7.6,4.0,260.0,80.0
1991,Hobsons Bay Beach,19/08/2015,Wednesday,August,2015,,8.44003,35.9054,1.184882,97.54917,,,,,,
1991,Hobsons Bay Beach,29/10/2015,Thursday,October,2015,0.5,7.671428571,35.874,,99.67755,18.0,,1.8,2.0,230.0,80.0
1991,Hobsons Bay Beach,29/10/2015,Thursday,October,2015,,7.95525,35.8725,1.593354,103.6634,,,,,,
1991,Hobsons Bay Beach,24/11/2015,Tuesday,November,2015,0.5,,,,,20.0,,1.9,0.5,280.0,100.0
1991,Hobsons Bay Beach,24/11/2015,Tuesday,November,2015,,7.45564,35.5358,5.514065,106.7033,,,,,,
1991,Hobsons Bay Beach,23/12/2015,Wednesday,December,2015,0.3,,,,,21.9,,1.3,8.0,270.0,80.0
1991,Hobsons Bay Beach,23/12/2015,Wednesday,December,2015,,7.40686,36.551,7.721242,104.8259,,,,,,
1991,Hobsons Bay Beach,19/01/2016,Tuesday,January,2016,,,,,,,,,,,
1991,Hobsons Bay Beach,19/01/2016,Tuesday,January,2016,0.5,,,,,22.7,,3.5,4.0,260.0,80.0
1991,Hobsons Bay Beach,19/01/2016,Tuesday,January,2016,,7.51745,36.319,2.841182,106.6219,,,,,,
1991,Hobsons Bay Beach,09/02/2016,Tuesday,February,2016,1.1,,,,,23.1,,2.5,1.0,250.0,90.0
1991,Hobsons Bay Beach,09/02/2016,Tuesday,February,2016,,7.35117,35.6141,1.384779,105.754,,,,,,
1991,Hobsons Bay Beach,10/03/2016,Thursday,March,2016,1.6,,,,,22.7,,1.5,3.0,270.0,110.0
1991,Hobsons Bay Beach,10/03/2016,Thursday,March,2016,,7.07759,36.6554,1.627369,101.8445,,,,,,
1991,Hobsons Bay Beach,08/04/2016,Friday,April,2016,2.4,,,,,18.6,,1.8,18.0,300.0,90.0
1991,Hobsons Bay Beach,08/04/2016,Friday,April,2016,,7.42706,36.1204,1.087733,97.4687,,,,,,
1991,Hobsons Bay Beach,13/05/2016,Friday,May,2016,1.1,,,,,16.5,,2.0,5.0,240.0,80.0
1991,Hobsons Bay Beach,13/05/2016,Friday,May,2016,,7.75414,36.7421,1.05877,97.92749,,,,,,
1991,Hobsons Bay Beach,16/06/2016,Thursday,June,2016,1.1,,,,,13.1,,1.7,1.0,240.0,80.0
1991,Hobsons Bay Beach,16/06/2016,Thursday,June,2016,,8.60366,35.8909,1.116218,101.2296,,,,,,
1991,Hobsons Bay Beach,15/07/2016,Friday,July,2016,0.5,,,,,11.55,,0.9,1.0,240.0,80.0
1991,Hobsons Bay Beach,15/07/2016,Friday,July,2016,,9.18657,36.4003,0.975681,104.4725,,,,,,
1991,Hobsons Bay Beach,04/08/2016,Thursday,August,2016,0.3,,,,,12.0,,1.0,13.0,400.0,70.0
1991,Hobsons Bay Beach,04/08/2016,Thursday,August,2016,,9.08714,29.7397,3.608548,100.7114,,,,,,
1991,Hobsons Bay Beach,20/09/2016,Tuesday,September,2016,0.5,,,,,,,7.5,12.0,360.0,70.0
1991,Hobsons Bay Beach,20/09/2016,Tuesday,September,2016,,8.4932,32.2802,3.310979,99.46,,,,,,
1991,Hobsons Bay Beach,13/10/2016,Thursday,October,2016,1.6,,,,,14.6,,4.6,1.0,250.0,60.0
1991,Hobsons Bay Beach,13/10/2016,Thursday,October,2016,,,33.4423,2.75601,,,,,,,
1991,Hobsons Bay Beach,8/11/2016,Tuesday,November,2016,0.7,,,,,,,3.8,10.0,250.0,110.0
1991,Hobsons Bay Beach,8/11/2016,Tuesday,November,2016,,,35.1412,1.287964,,,,,,,
1991,Hobsons Bay Beach,7/12/2016,Wednesday,December,2016,1.3,,,,,20.34,,3.1,5.0,260.0,90.0
1991,Hobsons Bay Beach,7/12/2016,Wednesday,December,2016,,6.8883,34.7364,1.536872,92.5,,,,,,
1991,Hobsons Bay Beach,06/01/2017,Friday,January,2017,0.5,,,,,24.8,,3.3,4.0,290.0,70.0
1991,Hobsons Bay Beach,06/01/2017,Friday,January,2017,,,33.819,1.05393,,,,,,,
1991,Hobsons Bay Beach,17/02/2017,Friday,February,2017,0.5,,,,,21.6,,3.6,18.0,270.0,90.0
1991,Hobsons Bay Beach,17/02/2017,Friday,February,2017,,,35.1636,1.481671,,,,,,,
1991,Hobsons Bay Beach,09/03/2017,Thursday,March,2017,1.6,,,,,23.6,,3.8,1.0,260.0,90.0
1991,Hobsons Bay Beach,09/03/2017,Thursday,March,2017,,5.0348,35.429,1.606059,,,,,,,
1991,Hobsons Bay Beach,06/04/2017,Thursday,April,2017,0.8,,,,,20.9,,3.7,5.0,240.0,80.0
1991,Hobsons Bay Beach,06/04/2017,Thursday,April,2017,,,35.3419,1.601089,,,,,,,
1991,Hobsons Bay Beach,05/05/2017,Friday,May,2017,1.9,,,,,17.12,,5.8,30.0,330.0,110.0
1991,Hobsons Bay Beach,05/05/2017,Friday,May,2017,,,35.0082,1.520316,,,,,,,
1991,Hobsons Bay Beach,07/06/2017,Wednesday,June,2017,1.9,,,,,14.2,,3.9,9.0,310.0,120.0
1991,Hobsons Bay Beach,07/06/2017,Wednesday,June,2017,,,35.0366,4.881301,,,,,,,
1991,Hobsons Bay Beach,30/08/2017,Wednesday,August,2017,4.5,,,,,12.2,,2.9,6.0,280.0,110.0
1991,Hobsons Bay Beach,30/08/2017,Wednesday,August,2017,,9.359,35.7152,0.9932,106.717,,,,,,
1991,Hobsons Bay Beach,3/10/2017,Tuesday,October,2017,0.5,,,,,15.4,,2.1,9.0,240.0,100.0
1991,Hobsons Bay Beach,3/10/2017,Tuesday,October,2017,,8.442,35.827,0.3592,102.244,,,,,,
1991,Hobsons Bay Beach,18/12/2017,Monday,December,2017,0.5,,,,,22.8,,8.8,3.0,310.0,100.0
1991,Hobsons Bay Beach,18/12/2017,Monday,December,2017,,7.56,33.7881,1.1797,107.443,,,,,,
1991,Hobsons Bay Beach,06/02/2018,Tuesday,February,2018,0.3,,,,,23.1,,9.4,3.0,240.0,90.0
1991,Hobsons Bay Beach,06/02/2018,Tuesday,February,2018,,7.2494,35.2038,1.095,105.011,,,,,,
1991,Hobsons Bay Beach,16/05/2018,Wednesday,May,2018,2.4,,,,,14.2,,2.6,29.0,330.0,110.0
1991,Hobsons Bay Beach,16/05/2018,Wednesday,May,2018,,7.8312,35.4911,1.2593,95.251,,,,,,
1991,Hobsons Bay Beach,21/06/2018,Thursday,June,2018,1.3,,,,,12.5,,5.3,32.0,350.0,100.0
1991,Hobsons Bay Beach,21/06/2018,Thursday,June,2018,,8.5442,35.9791,1.4906,99.059,,,,,,
1991,Hobsons Bay Beach,28/08/2018,Tuesday,August,2018,1.1,11.0856,35.7968,0.0081,102.63,11.4,,1.1,3.0,240.0,80.0
1991,Hobsons Bay Beach,21/09/2018,Friday,September,2018,0.3,12.1027,36.0599,0.6063,100.75,12.8,,1.0,5.0,200.0,60.0
1991,Hobsons Bay Beach,25/10/2018,Thursday,October,2018,,16.3358,35.1545,1.1484,101.11,16.2,,,,,
1991,Hobsons Bay Beach,25/10/2018,Thursday,October,2018,0.5,,,0.6135,,,,4.6,4.0,230.0,60.0
1991,Hobsons Bay Beach,25/10/2018,Thursday,October,2018,,,,0.5524,,16.2,,,,,
1991,Hobsons Bay Beach,12/12/2018,Wednesday,December,2018,1.6,21.0295,35.5044,0.3665,105.71,22.2,,4.6,3.0,300.0,90.0
1991,Hobsons Bay Beach,03/01/2019,Thursday,January,2019,0.8,22.6823,35.3294,1.0045,90.55,21.7,,3.8,4.0,320.0,100.0
1991,Hobsons Bay Beach,30/01/2019,Wednesday,January,2019,0.3,24.6023,36.1523,0.5548,95.11,24.3,,7.0,3.0,320.0,100.0
1991,Hobsons Bay Beach,07/03/2019,Thursday,March,2019,1.6,6.53,36.7102,3.0584,91.44,20.1,,4.3,4.0,300.0,100.0
1991,Hobsons Bay Beach,04/04/2019,Thursday,April,2019,0.5,7.727,37.488,0.7748,101.26,18.1,,1.3,11.0,320.0,90.0
1991,Hobsons Bay Beach,15/05/2019,Wednesday,May,2019,0.8,14.7402,37.1239,0.4793,101.19,15.1,,1.6,5.0,320.0,110.0
1991,Hobsons Bay Beach,07/06/2019,Friday,June,2019,0.3,12.2623,35.4512,1.3772,92.84,12.3,,2.2,48.0,400.0,100.0
1991,Hobsons Bay Beach,21/06/2019,Friday,June,2019,0.5,11.8418,36.901,0.9653,95.99,12.0,,5.2,4.0,190.0,70.0
1991,Hobsons Bay Beach,02/08/2019,Friday,August,2019,3.5,10.586,36.4668,0.7356,121.58,,8.285,4.2,4.0,260.0,140.0
1991,Hobsons Bay Beach,27/08/2019,Tuesday,August,2019,0.8,9.033,36.1998,0.6418,103.2,,8.23,2.3,9.0,260.0,90.0
1991,Hobsons Bay Beach,25/09/2019,Wednesday,September,2019,0.8,8.556,35.8775,1.0587,100.8,,7.892,0.8,13.0,220.0,60.0
1991,Hobsons Bay Beach,21/10/2019,Monday,October,2019,1.3,8.101,35.4317,1.6222,100.53,,7.919,2.4,11.0,260.0,80.0
1991,Hobsons Bay Beach,20/11/2019,Wednesday,November,2019,0.5,8.19,34.2664,0.9701,104.1,,8.271,2.5,2.0,280.0,90.0
1991,Hobsons Bay Beach,16/12/2019,Monday,December,2019,0.5,7.545,35.4049,1.5641,,,8.24,0.2,0.1,,70.0
1991,Hobsons Bay Beach,27/02/2020,Thursday,February,2020,2.9,7.661,34.2616,1.8695,102.65,,8.255,1.7,5.0,370.0,100.0
1991,Hobsons Bay Beach,19/03/2020,Thursday,March,2020,1.6,7.47,35.9041,1.5023,99.86,,8.235,5.5,10.0,230.0,90.0
1991,Hobsons Bay Beach,19/03/2020,Thursday,March,2020,,7.474,35.9046,1.5798,99.86,,8.235,,,,
1991,Hobsons Bay Beach,04/06/2020,Thursday,June,2020,1.6,8.289,31.119,3.8804,96.11,,8.317,7.7,25.0,480.0,100.0
1991,Hobsons Bay Beach,24/06/2020,Wednesday,June,2020,1.1,8.264,35.2353,0.7948,96.56,,8.286,2.7,4.0,240.0,80.0
1991,Hobsons Bay Beach,07/07/2020,Tuesday,July,2020,0.5,8.405,30.7416,3.3932,94.23,,5.708,6.6,18.0,340.0,80.0
1991,Hobsons Bay Beach,30/07/2020,Thursday,July,2020,0.5,7.876,36.056,1.3697,92.13,,8.018,4.8,9.0,210.0,70.0
1991,Hobsons Bay Beach,22/10/2020,Thursday,October,2020,0.5,8.163,33.0389,1.9416,101.7,,8.574,9.2,11.0,420.0,80.0
1991,Hobsons Bay Beach,25/11/2020,Wednesday,November,2020,1.6,6.809,34.0725,1.7907,89.97,,8.262,4.5,14.0,290.0,70.0
1991,Hobsons Bay Beach,16/12/2020,Wednesday,December,2020,0.5,7.258,34.437,0.9145,97.56,,8.245,3.0,6.0,300.0,80.0
1991,Hobsons Bay Beach,03/03/2021,Wednesday,March,2021,1.1,6.913,34.7727,3.0918,91.64,,8.335,5.8,7.0,240.0,110.0
1991,Hobsons Bay Beach,16/04/2021,Friday,April,2021,1.1,7.23,35.3679,1.0817,91.94,,8.323,21.0,12.0,190.0,100.0
1991,Hobsons Bay Beach,21/05/2021,Friday,May,2021,6.9,8.894,35.3774,1.168,107.3,,8.422,6.5,8.0,240.0,100.0
1991,Hobsons Bay Beach,06/07/2021,Tuesday,July,2021,1.1,8.55,35.4108,0.7569,98.28,,8.561,5.6,6.0,200.0,60.0
1991,Hobsons Bay Beach,22/09/2021,Wednesday,September,2021,1.3,8.404,34.1664,2.1853,97.59,,8.233,3.7,12.0,220.0,60.0
1991,Hobsons Bay Beach,12/10/2021,Tuesday,October,2021,0.8,8.462,33.7388,0.92,104.19,,8.971,3.3,3.0,290.0,60.0
1991,Hobsons Bay Beach,5/11/2021,Friday,November,2021,1.1,7.223,25.9747,6.9207,91.45,,8.103,2.6,7.0,220.0,70.0
1991,Hobsons Bay Beach,22/12/2021,Wednesday,December,2021,1.3,7.577,33.4858,0.7696,101.11,,8.033,3.8,5.0,140.0,80.0
1991,Hobsons Bay Beach,25/01/2022,Tuesday,January,2022,0.5,6.9,34.0308,0.5281,100.74,,8.02,0.9,6.0,240.0,70.0
1991,Hobsons Bay Beach,15/02/2022,Tuesday,February,2022,1.6,6.849,34.2164,1.8517,96.19,,8.059,4.3,6.0,210.0,70.0
1991,Hobsons Bay Beach,17/03/2022,Thursday,March,2022,1.6,6.511,33.8921,1.1254,88.86,,8.069,2.4,16.0,250.0,70.0
1991,Hobsons Bay Beach,21/04/2022,Thursday,April,2022,2.4,7.277,34.5541,1.3625,94.6,,8.107,8.8,13.0,350.0,80.0
1991,Hobsons Bay Beach,24/05/2022,Tuesday,May,2022,0.5,7.563,35.221,0.9952,91.61,,8.055,6.2,8.0,230.0,80.0
1991,Hobsons Bay Beach,22/06/2022,Wednesday,June,2022,1.3,8.278,34.641,1.3024,95.29,,7.991,20.0,27.0,130.0,70.0
1991,Hobsons Bay Beach,21/07/2022,Thursday,July,2022,0.5,8.822,35.7946,0.3689,98.32,,8.179,3.0,9.0,180.0,60.0
1991,Hobsons Bay Beach,26/08/2022,Friday,August,2022,0.8,8.476,34.471,2.3881,96.95,,6.413,13.0,11.0,240.0,70.0
1991,Hobsons Bay Beach,17/10/2022,Monday,October,2022,5.3,8.876,30.2272,3.1048,105.84,,7.735,36.0,4.0,420.0,50.0
1991,Hobsons Bay Beach,18/11/2022,Friday,November,2022,4.8,9.399,30.5722,2.5212,114.31,,8.283,11.0,9.0,340.0,80.0
1991,Hobsons Bay Beach,22/12/2022,Thursday,December,2022,1.6,7.279,33.5611,0.5512,96.49,,8.187,6.4,3.0,410.0,80.0
1991,Hobsons Bay Beach,06/02/2023,Monday,February,2023,3.7,7.237,31.9448,1.5229,97.71,,8.089,4.2,11.0,420.0,80.0
1991,Hobsons Bay Beach,02/03/2023,Thursday,March,2023,0.5,6.702,33.0917,1.8958,90.54,,8.088,11.0,15.0,460.0,60.0
1991,Hobsons Bay Beach,27/03/2023,Monday,March,2023,0.3,7.108,33.4229,2.2142,94.65,,8.213,3.6,8.0,230.0,60.0
1991,Hobsons Bay Beach,01/05/2023,Monday,May,2023,1.9,7.879,33.5341,1.2303,100.06,,8.056,3.9,2.0,240.0,60.0
1991,Hobsons Bay Beach,20/06/2023,Tuesday,June,2023,0.3,8.576,31.7268,3.1425,98.94,,7.885,2.1,8.0,210.0,60.0
1991,Hobsons Bay Beach,26/07/2023,Wednesday,July,2023,0.8,8.846,33.9587,1.0445,100.31,,7.86,2.6,8.0,220.0,60.0
1991,Hobsons Bay Beach,28/08/2023,Monday,August,2023,0.5,8.681,34.0684,0.5658,101.74,,8.011,5.9,6.0,240.0,70.0
1991,Hobsons Bay Beach,19/10/2023,Thursday,October,2023,0.3,8.409,33.6541,2.2906,102.64,,7.842,7.1,6.0,300.0,80.0
1991,Hobsons Bay Beach,7/12/2023,Thursday,December,2023,0.3,7.599,28.9142,2.1319,100.37,,7.777,6.0,4.0,270.0,70.0
1991,Hobsons Bay Beach,25/01/2024,Thursday,January,2024,0.5,7.14,32.9137,1.3949,97.51,,7.89,5.4,3.0,290.0,80.0
1991,Hobsons Bay Beach,22/03/2024,Friday,March,2024,0.5,6.776,34.7229,2.4558,91.97,,7.89,7.4,5.0,260.0,100.0
1991,Hobsons Bay Beach,16/05/2024,Thursday,May,2024,0.3,8.005,34.3187,0.9791,98.61,,7.697,8.4,6.0,290.0,100.0
1911,Corio Beach,19/07/1984,Thursday,August,1984,,7.94,39.0,,89.0,9.5,,3.37,2.1,200.0,91.4
1911,Corio Beach,06/08/1984,Monday,August,1984,0.87,8.43,38.5,,96.2,10.5,,4.45,18.8,280.0,108.2
1911,Corio Beach,15/08/1984,Wednesday,August,1984,0.78,8.13,38.7,,93.3,10.7,,4.28,3.6,200.0,89.8
1911,Corio Beach,30/08/1984,Thursday,September,1984,0.69,8.13,39.0,,93.1,10.5,,3.07,1.8,,84.8
1911,Corio Beach,13/09/1984,Thursday,November,1984,0.58,7.84,39.0,,91.7,11.5,,3.2,2.0,300.0,87.2
1911,Corio Beach,20/11/1984,Tuesday,December,1984,0.67,6.86,38.5,,93.7,19.5,,3.4,0.8,240.0,94.1
1911,Corio Beach,10/12/1984,Monday,January,1984,0.51,6.66,39.5,,89.0,18.0,,4.43,1.7,220.0,91.3
1911,Corio Beach,23/01/1985,Wednesday,February,1985,1.71,6.76,39.5,,92.9,19.5,,19.1,0.7,190.0,86.5
1911,Corio Beach,06/02/1985,Wednesday,February,1985,1.52,6.76,35.0,,92.5,20.7,,4.85,0.7,190.0,88.7
1911,Corio Beach,20/02/1985,Wednesday,March,1985,0.83,7.15,34.0,,95.1,19.5,,12.76,0.7,190.0,85.6
1911,Corio Beach,06/03/1985,Wednesday,March,1985,2.25,5.98,35.0,,77.1,17.5,,13.23,0.1,210.0,95.5
1911,Corio Beach,21/03/1985,Thursday,May,1985,1.53,5.68,38.0,,78.8,20.5,,14.81,0.1,240.0,95.6
1911,Corio Beach,15/05/1985,Wednesday,May,1985,2.8,7.15,34.5,,87.4,15.0,,22.02,1.0,230.0,104.7
1911,Corio Beach,30/05/1985,Thursday,June,1985,1.05,6.86,35.0,,81.1,13.2,,1.73,8.5,200.0,97.2
1911,Corio Beach,27/06/1985,Thursday,July,1985,1.9,8.04,33.0,,88.1,10.2,,20.55,2.8,210.0,101.7
1911,Corio Beach,09/07/1985,Tuesday,August,1985,1.64,7.45,34.0,,83.0,10.7,,14.39,0.4,,102.7
1911,Corio Beach,27/08/1985,Tuesday,September,1985,0.88,9.6,34.0,,109.3,11.7,,12.88,1.5,190.0,101.5
1911,Corio Beach,16/09/1985,Monday,October,1985,0.98,8.7,31.2,,100.5,13.2,,16.83,2.1,220.0,100.6
1911,Corio Beach,2/10/1985,Wednesday,October,1985,0.57,9.0,29.0,,104.3,14.0,,15.61,1.4,170.0,148.6
1911,Corio Beach,16/10/1985,Wednesday,February,1985,1.11,7.9,32.6,,98.8,16.7,,19.47,0.2,190.0,97.7
1911,Corio Beach,03/02/1986,Monday,February,1986,1.08,7.2,31.0,,96.8,21.0,,12.3,0.3,230.0,117.5
1911,Corio Beach,10/02/1986,Monday,March,1986,0.68,6.96,28.0,,90.6,20.2,,13.88,0.4,270.0,113.9
1911,Corio Beach,03/03/1986,Monday,March,1986,0.86,6.9,33.0,,92.1,20.0,,2.55,0.7,250.0,108.4
1911,Corio Beach,20/03/1986,Thursday,April,1986,1.24,7.3,30.0,,95.7,20.0,,13.15,0.7,200.0,90.8
1911,Corio Beach,07/04/1986,Monday,April,1986,3.03,6.9,30.2,,87.2,18.0,,16.5,0.1,180.0,98.7
1911,Corio Beach,23/04/1986,Wednesday,April,1986,0.86,7.6,33.8,,94.4,16.0,,10.8,7.2,210.0,100.6
1911,Corio Beach,30/04/1986,Wednesday,May,1986,,8.0,32.8,,94.9,14.0,,15.9,6.9,220.0,93.5
1911,Corio Beach,14/05/1986,Wednesday,June,1986,1.23,7.8,34.3,,93.4,14.0,,2.52,13.1,220.0,93.0
1911,Corio Beach,12/06/1986,Thursday,August,1986,1.06,8.2,33.8,,93.9,12.0,,16.22,12.1,210.0,90.9
1911,Corio Beach,04/08/1986,Monday,August,1986,0.0,8.8,35.66,,98.0,10.2,,3.15,3.2,210.0,97.3
1911,Corio Beach,25/08/1986,Monday,September,1986,0.87,9.1,35.9,,104.0,11.3,,2.92,7.0,220.0,92.9
1911,Corio Beach,23/09/1986,Tuesday,November,1986,0.85,8.1,35.7,,98.2,14.2,,12.2,4.0,190.0,220.7
1911,Corio Beach,25/11/1986,Tuesday,March,1986,0.9,7.7,36.0,,102.5,18.9,,10.5,5.5,240.0,120.8
1911,Corio Beach,17/03/1987,Tuesday,June,1987,,8.3,37.0,,111.4,19.0,,2.93,2.6,230.0,100.4
1911,Corio Beach,24/06/1987,Wednesday,June,1987,,,,,,,,,,,0.0
1911,Corio Beach,16/06/1988,Thursday,August,1988,1.02,8.4,34.0,,97.7,12.7,,,87.1,,119.1
1911,Corio Beach,22/08/1988,Monday,September,1988,0.9,8.95,35.228,,103.4,12.0,,,10.1,220.0,115.6
1911,Corio Beach,21/09/1988,Wednesday,October,1988,1.7,8.32,35.18,,,,,,5.5,220.0,114.2
1911,Corio Beach,21/10/1988,Friday,November,1988,1.7,5.76,35.348,,71.0,15.1,,1.81,13.3,210.0,114.3
1911,Corio Beach,14/11/1988,Monday,December,1988,1.51,7.6,35.735,,100.8,18.8,,5.55,4.8,250.0,122.5
1911,Corio Beach,19/12/1988,Monday,January,1988,5.11,7.4,34.914,,102.7,21.5,,12.37,5.1,210.0,104.8
1911,Corio Beach,25/01/1989,Wednesday,February,1989,1.01,7.33,35.555,,100.6,20.7,,2.99,4.4,200.0,112.5
1911,Corio Beach,27/02/1989,Monday,March,1989,1.02,7.62,36.142,,106.3,21.4,,3.54,8.3,200.0,103.8
1911,Corio Beach,14/03/1989,Tuesday,April,1989,1.62,6.86,36.005,,95.5,21.3,,3.16,9.5,230.0,116.3
1911,Corio Beach,19/04/1989,Wednesday,May,1989,1.26,7.59,35.826,,98.5,17.6,,2.02,23.5,240.0,133.0
1911,Corio Beach,24/05/1989,Wednesday,June,1989,1.35,7.82,35.649,,95.4,14.5,,3.1,32.22,252.6,141.53
1911,Corio Beach,21/06/1989,Wednesday,September,1989,0.74,8.39,35.062,,97.088,12.1,,2.12,14.84,227.28,127.6
1911,Corio Beach,15/09/1989,Friday,September,1989,0.26,8.7,34.494,,99.941,11.9,,2.0,4.76,301.37,115.33
1911,Corio Beach,27/09/1989,Wednesday,December,1989,0.31,8.18,34.392,,95.821,12.9,,1.7,7.98,219.32,113.68
1911,Corio Beach,13/12/1989,Wednesday,January,1989,1.02,7.39,34.882,,102.02,21.2,,3.15,4.76,216.77,135.31
1911,Corio Beach,17/01/1990,Wednesday,February,1990,0.57,7.36,35.369,,100.76,20.6,,4.08,6.93,206.25,111.82
1911,Corio Beach,06/02/1990,Tuesday,March,1990,1.25,7.79,34.318,,104.57,19.8,,3.94,8.39,191.02,97.9
1911,Corio Beach,01/03/1990,Thursday,March,1990,1.08,7.06,35.388,,100.4,22.7,,3.27,14.32,237.19,126.17
1911,Corio Beach,13/03/1990,Tuesday,April,1990,0.79,7.77,35.599,,105.65,20.1,,1.73,7.77,192.35,112.25
1911,Corio Beach,11/04/1990,Wednesday,May,1990,,7.61,35.808,,,,,2.74,7.35,234.46,114.83
1911,Corio Beach,31/05/1990,Thursday,July,1990,1.06,8.74,35.866,,103.24,12.83,,1.55,8.32,182.66,114.18
1911,Corio Beach,12/07/1990,Thursday,October,1990,0.71,9.31,35.59,,102.43,9.6,,11.0,5.04,181.06,110.69
1911,Corio Beach,9/10/1990,Tuesday,November,1990,0.57,9.51,35.133,,115.65,14.5,,1.6,5.49,202.06,109.36
1911,Corio Beach,28/11/1990,Wednesday,January,1990,0.73,7.65,35.062,,102.36,19.4,,2.45,6.94,184.7,113.15
1911,Corio Beach,10/01/1991,Thursday,February,1991,0.5,7.06,35.215,,98.61,21.7,,2.4,10.33,212.81,106.95
1911,Corio Beach,04/02/1991,Monday,March,1991,1.1,7.67,35.521,,108.76,22.5,,3.6,5.24,222.75,114.42
1911,Corio Beach,08/03/1991,Friday,April,1991,0.71,4.84,35.784,,63.106,17.8,,2.6,5.81,177.29,118.18
1911,Corio Beach,23/04/1991,Tuesday,June,1991,1.21,6.15,36.502,,75.852,14.8,,2.9,5.24,212.08,109.29
1911,Corio Beach,13/06/1991,Thursday,November,1991,1.23,8.62,35.218,,104.72,14.4,,4.1,140.49,373.84,133.49
1911,Corio Beach,7/11/1991,Thursday,December,1991,0.74,8.21,35.21,,105.44,17.2,,2.3,6.83,176.04,91.31
1911,Corio Beach,12/12/1991,Thursday,December,1991,0.6,7.71,35.72,,106.09,20.7,,3.75,4.62,188.61,90.94
1911,Corio Beach,30/12/1991,Monday,January,1991,1.41,7.5,35.295,,101.62,20.0,,4.45,4.76,204.54,94.74
1911,Corio Beach,21/01/1992,Tuesday,February,1992,1.65,7.54,35.667,,94.694,15.9,,1.65,25.35,197.01,99.89
1911,Corio Beach,26/02/1992,Wednesday,March,1992,0.67,7.63,36.104,,104.54,20.4,,0.75,2.41,185.38,106.43
1911,Corio Beach,25/03/1992,Wednesday,April,1992,0.69,7.75,36.262,,107.5,21.0,,3.43,8.85,205.71,103.27
1911,Corio Beach,28/04/1992,Tuesday,June,1992,0.61,7.84,36.249,,98.517,15.8,,3.9,12.47,209.62,115.66
1911,Corio Beach,15/06/1992,Monday,August,1992,0.53,8.66,35.779,,97.868,10.8,,2.53,8.55,210.33,124.43
1911,Corio Beach,26/08/1992,Wednesday,November,1992,0.24,9.47,35.436,,105.9,10.4,,0.97,10.2,176.64,122.13
1911,Corio Beach,5/11/1992,Thursday,December,1992,0.48,8.8,34.368,,111.74,16.9,,2.35,6.65,202.78,116.4
1911,Corio Beach,10/12/1992,Thursday,January,1992,3.7,9.33,33.447,,128.29,21.4,,2.6,7.53,334.94,133.11
1911,Corio Beach,12/01/1993,Tuesday,March,1993,2.59,6.95,33.527,,94.387,20.7,,1.55,9.32,297.57,121.94
1911,Corio Beach,10/03/1993,Wednesday,March,1993,1.17,7.78,34.068,,103.3,19.3,,2.05,5.03,247.31,134.72
1911,Corio Beach,30/03/1993,Tuesday,May,1993,2.29,7.63,34.318,,101.08,19.1,,1.45,7.34,242.79,126.36
1911,Corio Beach,20/05/1993,Thursday,July,1993,0.65,8.62,34.718,,104.56,14.5,,1.8,10.27,229.69,121.02
1911,Corio Beach,19/07/1993,Monday,February,1993,0.6,9.19,34.247,,105.16,11.8,,5.25,20.46,237.33,118.46
1911,Corio Beach,02/02/1994,Wednesday,March,1994,0.94,7.39,33.894,,100.94,20.9,,4.03,5.78,208.9,108.24
1911,Corio Beach,09/03/1994,Wednesday,June,1994,0.85,7.18,33.973,,95.951,19.7,,2.75,8.1,237.56,118.74
1911,Corio Beach,28/06/1994,Tuesday,July,1994,0.33,8.89,34.429,,98.966,10.5,,8.84,21.3,243.04,107.78
1911,Corio Beach,19/07/1994,Tuesday,August,1994,0.33,8.65,34.406,,95.316,10.0,,4.3,2.93,217.45,106.2
1911,Corio Beach,16/08/1994,Tuesday,September,1994,1.33,9.17,34.39,,100.13,9.6,,3.85,5.18,252.07,111.98
1911,Corio Beach,13/09/1994,Tuesday,October,1994,0.21,8.39,34.479,,97.12,12.3,,2.05,4.49,157.06,107.17
